,time [s],altitude [m],ground_distance [m],mass [kg],true_airspeed [m/s],equivalent_airspeed [m/s],mach [-],engine_setting,CL [-],CD [-],drag [N],thrust [N],thrust_rate [-],thrust_is_regulated,sfc [kg/N/s],name,gamma [rad],alpha [deg],CL_wing [-],CL_htp [-],battery_power [W],motor_input_power [W],powertrain_power_input [W],l_d_ratio,CD_tot,CD0,CD0_flaps,CD_ind_wing,CD_ind_htp,cd_delta_e,rpm [rpm],shaft_power [W]
10,40.0,199.20833288966355,1941.8755004136567,1435.9726081477654,49.00101754419404,48.53364373976977,0.14432022027326158,2,1.2057606555787823,,,2281.6072241271977,1.0,False,,sizing:main_route:climb,0.09441022932131292,8.122177357783238,1.0381601363251085,0.16760051925367395,155599.2371966301,12453.125616970294,,14.864371528922794,0.08197458617753682,0.03419019813706738,0.0,0.041812935591017744,0.005916273364182263,5.517908526943679e-05,3900.025320032864,11739.966669029942
11,44.0,217.68564458848363,2137.0066985298145,1435.9726081477654,49.04442349719469,48.53336704723858,0.14447831039583542,2,1.205776480559123,,,2281.479671427593,1.0,False,,sizing:main_route:climb,0.09440137994838492,8.122334091768506,1.0381730959824542,0.1676033845766688,155609.3853395069,12453.937806671873,,14.864399367581274,0.08197524864427012,0.03419019813706738,0.0,0.041813345811004064,0.0059165244443463005,5.5180251852394385e-05,3903.432187113415,11739.96099740833
12,48.0,236.17759549206505,2332.310910902549,1435.9726081477654,49.08791995536109,48.53308941718976,0.14463676376997767,2,1.2057923929467518,,,2281.349888888506,1.0,False,,sizing:main_route:climb,0.09439237960846576,8.122492208231153,1.0381861216570265,0.16760627128972558,155619.5580583744,12454.751963271898,,14.864428529099893,0.08197590560833143,0.03419019813706738,0.0,0.04181374842364613,0.005916777608183814,5.5181439434089207e-05,3906.84516270448,11739.955264466316
13,52.0,254.68418715037862,2527.788501009179,1435.9726081477654,49.131507150046026,48.53281084574105,0.14479558142748958,2,1.2058083929854142,,,2281.2178738387274,1.0,False,,sizing:main_route:climb,0.09438322811933984,8.122651709927261,1.0381992135449831,0.16760917944043094,155629.7554690544,12455.568096039982,,14.864459014942002,0.08197655707342784,0.03419019813706738,0.0,0.041814143428301004,0.005917032860005039,5.5182648054418296e-05,3910.2642612098716,11739.94947374657
14,56.0,273.20542107669985,2723.4398332591973,1435.9726081477654,49.17518531328204,48.5325313289931,0.1449547644035736,2,1.205824480910056,,,2281.083623618801,1.0,False,,sizing:main_route:climb,0.09437392530146572,8.122812599582886,1.038212371839602,0.1676121090704541,155639.97768866958,12456.386214349854,,14.86449082698666,0.08197720304269296,0.03419019813706738,0.0,0.041814530824147,0.005917290203695904,5.518387778268689e-05,3913.6894970793,11739.943628875044
15,60.0,291.7412987478998,2919.2652729969604,1435.9726081477654,49.21895467778537,48.532250863030136,0.1451143137368514,2,1.2058406569617055,,,2280.947135581056,1.0,False,,sizing:main_route:climb,0.09436447097474716,8.122974879934379,1.0382255967356149,0.16761506022609055,155650.22483564884,12457.206327679763,,14.864523966808246,0.08197784351972212,0.03419019813706738,0.0,0.04181491061052278,0.0059175496434677715,5.518512866417484e-05,3917.120884808628,11739.937733561286
16,64.0,310.2918216041048,3115.2651865044513,1435.9726081477654,49.26281547694925,48.53196944391168,0.14527423046935006,2,1.2058569213881092,,,2280.808407089927,1.0,False,,sizing:main_route:climb,0.09435486496002986,8.123138553751089,1.0382388884316986,0.16761803295641026,155660.49702973012,12458.028445612732,,14.864558436005161,0.08197847850866204,0.03419019813706738,0.0,0.041815282787128205,0.005917811183733567,5.51864007328757e-05,3920.5584389398255,11739.93179159864
17,68.0,328.8569910486432,3311.4399410039805,1435.9726081477654,49.306767944858464,48.53168706768442,0.14543451564655085,2,1.2058732744229026,,,2280.6674355216396,1.0,False,,sizing:main_route:climb,0.09434510707969132,8.123303623755492,1.0382522471218163,0.1676210273010864,155670.79439196747,12458.85257783713,,14.864594236336286,0.0819791080127085,0.03419019813706738,0.0,0.04181564735333869,0.005918074828232957,5.5187694069475584e-05,3924.0021740614175,11739.925806864669
18,72.0,347.43680844811456,3507.7899046609473,1435.9726081477654,49.35081231628096,48.53140373037153,0.14559517031737124,2,1.2058897163103104,,,2280.5242182646043,1.0,False,,sizing:main_route:climb,0.09433519715635286,8.123470092710296,1.038265673004649,0.16762404330566166,155681.11704473535,12459.678734146984,,14.864631369427602,0.08197973203587178,0.03419019813706738,0.0,0.041816004308951056,0.005918340581126189,5.518900872715685e-05,3927.4521048084557,11739.919783321433
19,76.0,366.0312751321997,3704.3154465865778,1435.9726081477654,49.39494882667836,48.53111942798073,0.14575619553420166,2,1.2059062472976292,,,2280.378752719217,1.0,False,,sizing:main_route:climb,0.09432513501318864,8.12363796337904,1.0382791662793185,0.16762708101831053,155691.4651117327,12460.506924442341,,14.864669836844303,0.08198035058241229,0.03419019813706738,0.0,0.041816353653843084,0.0059186084467568465,5.5190344744970654e-05,3930.908245862856,11739.913725015698
20,80.0,384.6403923935337,3901.0169368407123,1435.9726081477654,49.43917771220408,48.53083415650024,0.145917592352906,2,1.2059228676253173,,,2280.231036298046,1.0,False,,sizing:main_route:climb,0.09431492047522368,8.123807238500557,1.0382927271426572,0.1676301404826601,155701.83871798846,12461.337158729675,,14.864709640377214,0.08198096365615641,0.03419019813706738,0.0,0.041816695387763225,0.005918878429141321,5.5191702184467615e-05,3934.370611953479,11739.907636079346
21,84.0,403.26416148783363,4097.894746434542,1435.9726081477654,49.48349920970118,48.530547911893976,0.14607936183282194,2,1.2059395775370678,,,2280.0810664260557,1.0,False,,sizing:main_route:climb,0.09430455336745767,8.123977920834262,1.038306355794109,0.1676332217429591,155712.2379898669,12462.169447122344,,14.864750781621025,0.08198157126123459,0.03419019813706738,0.0,0.041817029510717925,0.005919150532342893,5.5193081106393186e-05,3937.8392178562653,11739.90152072967
22,88.0,421.90258363365234,4294.9492473334,1435.9726081477654,49.52791355671892,48.53026069011574,0.14624150503681607,2,1.2059563772821793,,,2279.9288405401903,1.0,False,,sizing:main_route:climb,0.09429403351616884,8.124150013146592,1.0383200524342031,0.16763632484797675,155722.66305507187,12463.003799840915,,14.864793262271485,0.08198217340219936,0.03419019813706738,0.0,0.04181735602284155,0.005919424760742813,5.51944815476246e-05,3941.3140783946787,11739.895383269592
23,92.0,440.5556600123962,4492.180812459568,1435.9726081477654,49.57242099149564,48.529972487089864,0.14640402303123906,2,1.2059732670987937,,,2279.774356090069,1.0,False,,sizing:main_route:climb,0.0942833607484368,8.124323518177636,1.0383338172610552,0.1676394498377384,155733.11404265187,12463.840227213566,,14.864837084008224,0.08198277008289527,0.03419019813706738,0.0,0.04181767492413781,0.00591970111809958,5.519590359050294e-05,3944.795208439493,11739.889228088065
