,0
sweep25_wing,2.0
taper_ratio_wing,0.260057
aspect_ratio_wing,16.314412
dihedral_angle_wing,0.0
twist_angle_wing,0.0
sweep25_htp,10.0
taper_ratio_htp,0.139634
aspect_ratio_htp,6.0
mach,0.231
area_ratio,0.600222
